0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.010000 0.000000 0.000000 -0.000002 0.000000 0.000000 -0.000552 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.020000 0.000000 0.000000 -0.000015 0.000000 0.000000 -0.002193 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.030000 0.000000 0.000000 -0.000049 0.000000 0.000000 -0.004901 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.040000 0.000000 0.000000 -0.000116 0.000000 0.000000 -0.008653 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.050000 0.000000 0.000000 -0.000226 0.000000 0.000000 -0.013430 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.060000 0.000000 0.000000 -0.000388 0.000000 0.000000 -0.019208 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.070000 0.000000 0.000000 -0.000613 0.000000 0.000000 -0.025967 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.080000 0.000000 0.000000 -0.000911 0.000000 0.000000 -0.033685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.090000 0.000000 0.000000 -0.001290 0.000000 0.000000 -0.042341 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.100000 0.000000 0.000000 -0.001760 0.000000 0.000000 -0.051914 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.110000 0.000000 0.000000 -0.002331 0.000000 0.000000 -0.062383 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.120000 0.000000 0.000000 -0.003011 0.000000 0.000000 -0.073728 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.130000 0.000000 0.000000 -0.003809 0.000000 0.000000 -0.085928 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.140000 0.000000 0.000000 -0.004732 0.000000 0.000000 -0.098963 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.150000 0.000000 0.000000 -0.005791 0.000000 0.000000 -0.112813 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.160000 0.000000 0.000000 -0.006991 0.000000 0.000000 -0.127456 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.170000 0.000000 0.000000 -0.008342 0.000000 0.000000 -0.142875 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.180000 0.000000 0.000000 -0.009851 0.000000 0.000000 -0.159048 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.190000 0.000000 0.000000 -0.011526 0.000000 0.000000 -0.175956 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.200000 0.000000 0.000000 -0.013373 0.000000 0.000000 -0.193580 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.210000 0.000000 0.000000 -0.015400 0.000000 0.000000 -0.211901 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.220000 0.000000 0.000000 -0.017613 0.000000 0.000000 -0.230898 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.230000 0.000000 0.000000 -0.020020 0.000000 0.000000 -0.250553 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.240000 0.000000 0.000000 -0.022626 0.000000 0.000000 -0.270848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.250000 0.000000 0.000000 -0.025439 0.000000 0.000000 -0.291763 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.260000 0.000000 0.000000 -0.028464 0.000000 0.000000 -0.313280 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.270000 0.000000 0.000000 -0.031706 0.000000 0.000000 -0.335381 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.280000 0.000000 0.000000 -0.035173 0.000000 0.000000 -0.358046 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.290000 0.000000 0.000000 -0.038869 0.000000 0.000000 -0.381259 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.300000 0.000000 0.000000 -0.042800 0.000000 0.000000 -0.405000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.310000 0.000000 0.000000 -0.046971 0.000000 0.000000 -0.429253 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.320000 0.000000 0.000000 -0.051387 0.000000 0.000000 -0.453999 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.330000 0.000000 0.000000 -0.056052 0.000000 0.000000 -0.479221 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.340000 0.000000 0.000000 -0.060973 0.000000 0.000000 -0.504901 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.350000 0.000000 0.000000 -0.066152 0.000000 0.000000 -0.531022 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.360000 0.000000 0.000000 -0.071594 0.000000 0.000000 -0.557568 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.370000 0.000000 0.000000 -0.077305 0.000000 0.000000 -0.584521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.380000 0.000000 0.000000 -0.083286 0.000000 0.000000 -0.611864 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.390000 0.000000 0.000000 -0.089543 0.000000 0.000000 -0.639581 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.400000 0.000000 0.000000 -0.096079 0.000000 0.000000 -0.667654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.410000 0.000000 0.000000 -0.102897 0.000000 0.000000 -0.696069 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.420000 0.000000 0.000000 -0.110001 0.000000 0.000000 -0.724808 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.430000 0.000000 0.000000 -0.117395 0.000000 0.000000 -0.753856 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.440000 0.000000 0.000000 -0.125080 0.000000 0.000000 -0.783196 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.450000 0.000000 0.000000 -0.133059 0.000000 0.000000 -0.812813 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.460000 0.000000 0.000000 -0.141337 0.000000 0.000000 -0.842690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.470000 0.000000 0.000000 -0.149914 0.000000 0.000000 -0.872814 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.480000 0.000000 0.000000 -0.158794 0.000000 0.000000 -0.903168 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.490000 0.000000 0.000000 -0.167978 0.000000 0.000000 -0.933737 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.500000 0.000000 0.000000 -0.177469 0.000000 0.000000 -0.964506 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.510000 0.000000 0.000000 -0.187269 0.000000 0.000000 -0.995460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.520000 0.000000 0.000000 -0.197379 0.000000 0.000000 -1.026585 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.530000 0.000000 0.000000 -0.207801 0.000000 0.000000 -1.057866 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.540000 0.000000 0.000000 -0.218537 0.000000 0.000000 -1.089288 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.550000 0.000000 0.000000 -0.229587 0.000000 0.000000 -1.120837 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.560000 0.000000 0.000000 -0.240954 0.000000 0.000000 -1.152499 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.570000 0.000000 0.000000 -0.252638 0.000000 0.000000 -1.184261 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.580000 0.000000 0.000000 -0.264639 0.000000 0.000000 -1.216107 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
